chr,source,feature,start,stop,score,strand,frame,identifier
chrXV,Xu_2009,CUT,143802,144178,.,+,.,CUT359
chrXV,Xu_2009,CUT,146822,147174,.,-,.,CUT825
chrXV,Xu_2009,CUT,154898,155266,.,+,.,CUT360
chrXV,Xu_2009,CUT,158918,159462,.,-,.,CUT826
chrXV,Xu_2009,CUT,167502,167862,.,-,.,CUT827
chrXV,Xu_2009,CUT,168330,168434,.,+,.,CUT361
chrXV,Xu_2009,CUT,170314,170786,.,+,.,CUT362
chrXV,Xu_2009,CUT,197046,197165,.,-,.,CUT828
chrXV,Xu_2009,CUT,199926,200158,.,-,.,CUT829
chrXV,Xu_2009,CUT,204674,205138,.,+,.,CUT363
chrXV,Xu_2009,CUT,226982,227365,.,-,.,CUT830
chrXV,Xu_2009,CUT,232483,232795,.,+,.,CUT364
chrXV,Xu_2009,CUT,234191,234495,.,-,.,CUT831
chrXV,Xu_2009,CUT,234611,234763,.,+,.,CUT365
chrXV,Xu_2009,CUT,264573,265173,.,-,.,CUT832
chrXV,Xu_2009,CUT,267825,268137,.,+,.,CUT366
chrXV,Xu_2009,CUT,313001,313553,.,+,.,CUT367
chrXV,Xu_2009,CUT,315329,316729,.,+,.,CUT368
chrXV,Xu_2009,CUT,332909,333373,.,-,.,CUT833
chrXV,Xu_2009,CUT,335353,335881,.,+,.,CUT369
chrXV,Xu_2009,CUT,363574,364134,.,-,.,CUT834
chrXV,Xu_2009,CUT,379086,380182,.,-,.,CUT835
chrXV,Xu_2009,CUT,380182,380734,.,-,.,CUT836
chrXV,Xu_2009,CUT,383618,383962,.,+,.,CUT370
chrXV,Xu_2009,CUT,386198,386558,.,-,.,CUT837
chrXV,Xu_2009,CUT,391222,391342,.,-,.,CUT838
chrXV,Xu_2009,CUT,392522,392842,.,+,.,CUT371
chrXV,Xu_2009,CUT,397570,398034,.,+,.,CUT372
chrXV,Xu_2009,CUT,406766,407622,.,-,.,CUT839
chrXV,Xu_2009,CUT,407622,407822,.,-,.,CUT840
chrXV,Xu_2009,CUT,409158,409566,.,-,.,CUT841
chrXV,Xu_2009,CUT,418577,418865,.,+,.,CUT373
chrXV,Xu_2009,CUT,421913,422201,.,+,.,CUT374
chrXV,Xu_2009,CUT,424728,425256,.,+,.,CUT375
chrXV,Xu_2009,CUT,435776,437384,.,+,.,CUT376
chrXV,Xu_2009,CUT,446080,447096,.,+,.,CUT377
chrXV,Xu_2009,CUT,458184,458648,.,+,.,CUT378
chrXV,Xu_2009,CUT,462632,463392,.,+,.,CUT379
chrXV,Xu_2009,CUT,493885,494373,.,-,.,CUT842
chrXV,Xu_2009,CUT,515049,515169,.,+,.,CUT380
chrXV,Xu_2009,CUT,517113,517457,.,+,.,CUT381
chrXV,Xu_2009,CUT,519909,520421,.,-,.,CUT843
chrXV,Xu_2009,CUT,530501,531261,.,-,.,CUT844
chrXV,Xu_2009,CUT,536749,536893,.,-,.,CUT845
chrXV,Xu_2009,CUT,552933,553109,.,-,.,CUT846
chrXV,Xu_2009,CUT,553129,553881,.,+,.,CUT382
chrXV,Xu_2009,CUT,564261,564421,.,-,.,CUT847
chrXV,Xu_2009,CUT,574325,574805,.,-,.,CUT848
chrXV,Xu_2009,CUT,584321,585185,.,+,.,CUT383
chrXV,Xu_2009,CUT,605353,605681,.,+,.,CUT384
chrXV,Xu_2009,CUT,617393,618089,.,+,.,CUT385
chrXV,Xu_2009,CUT,618893,619085,.,-,.,CUT849
chrXV,Xu_2009,CUT,632589,632861,.,-,.,CUT850
chrXV,Xu_2009,CUT,642393,642697,.,+,.,CUT386
chrXV,Xu_2009,CUT,661889,662169,.,+,.,CUT387
chrXV,Xu_2009,CUT,670345,670633,.,+,.,CUT388
chrXV,Xu_2009,CUT,670589,670701,.,-,.,CUT851
chrXV,Xu_2009,CUT,671381,671501,.,-,.,CUT852
chrXV,Xu_2009,CUT,680285,680565,.,-,.,CUT853
chrXV,Xu_2009,CUT,682973,683293,.,-,.,CUT854
chrXV,Xu_2009,CUT,741773,742245,.,-,.,CUT855
chrXV,Xu_2009,CUT,747317,747477,.,-,.,CUT856
chrXV,Xu_2009,CUT,757653,758061,.,-,.,CUT857
chrXV,Xu_2009,CUT,758845,759029,.,-,.,CUT858
chrXV,Xu_2009,CUT,769581,769989,.,-,.,CUT859
chrXV,Xu_2009,CUT,775093,775469,.,-,.,CUT860
chrXV,Xu_2009,CUT,780997,781541,.,-,.,CUT861
chrXV,Xu_2009,CUT,784093,784645,.,-,.,CUT862
chrXV,Xu_2009,CUT,811759,812191,.,-,.,CUT863
chrXV,Xu_2009,CUT,818136,818440,.,-,.,CUT864
chrXV,Xu_2009,CUT,825252,826292,.,+,.,CUT389
chrXV,Xu_2009,CUT,844892,845188,.,+,.,CUT390
chrXV,Xu_2009,CUT,848832,849048,.,-,.,CUT865
chrXV,Xu_2009,CUT,876352,877008,.,-,.,CUT866
chrXV,Xu_2009,CUT,878093,878317,.,+,.,CUT391
chrXV,Xu_2009,CUT,880353,880721,.,-,.,CUT867
chrXV,Xu_2009,CUT,913934,914046,.,+,.,CUT392
chrXV,Xu_2009,CUT,923110,923358,.,+,.,CUT393
chrXV,Xu_2009,CUT,944186,944418,.,-,.,CUT868
chrXV,Xu_2009,CUT,953562,953890,.,-,.,CUT869
chrXV,Xu_2009,CUT,953890,954082,.,-,.,CUT870
chrXV,Xu_2009,CUT,960258,960674,.,-,.,CUT871
chrXV,Xu_2009,CUT,979998,980142,.,+,.,CUT394
chrXV,Xu_2009,CUT,982306,982522,.,-,.,CUT872
chrXV,Xu_2009,CUT,995086,997118,.,+,.,CUT395
chrXV,Xu_2009,CUT,1001086,1001518,.,+,.,CUT396
chrXV,Xu_2009,CUT,1001518,1001838,.,+,.,CUT397
chrXV,Xu_2009,CUT,1003418,1004090,.,-,.,CUT873
chrXV,Xu_2009,CUT,1010393,1010793,.,-,.,CUT874
chrXV,Xu_2009,CUT,1031557,1031917,.,+,.,CUT398
chrXV,Xu_2009,CUT,1037633,1039409,.,-,.,CUT875
chrXVI,Xu_2009,CUT,23773,23909,.,-,.,CUT876
chrXVI,Xu_2009,CUT,34693,35013,.,-,.,CUT877
chrXVI,Xu_2009,CUT,40801,40929,.,+,.,CUT399
chrXVI,Xu_2009,CUT,46721,47153,.,+,.,CUT400
chrXVI,Xu_2009,CUT,74137,74441,.,+,.,CUT401
chrXVI,Xu_2009,CUT,74789,74901,.,-,.,CUT878
chrXVI,Xu_2009,CUT,76705,79569,.,+,.,CUT402
chrXVI,Xu_2009,CUT,84473,85537,.,+,.,CUT403
chrXVI,Xu_2009,CUT,100265,100441,.,+,.,CUT404
chrXVI,Xu_2009,CUT,105525,105925,.,-,.,CUT879
chrXVI,Xu_2009,CUT,107733,108269,.,-,.,CUT880
chrXVI,Xu_2009,CUT,117733,118021,.,-,.,CUT881
chrXVI,Xu_2009,CUT,131446,131686,.,-,.,CUT882
chrXVI,Xu_2009,CUT,132198,132414,.,-,.,CUT883
chrXVI,Xu_2009,CUT,134894,135526,.,-,.,CUT884
chrXVI,Xu_2009,CUT,158758,159574,.,-,.,CUT885
chrXVI,Xu_2009,CUT,163670,163918,.,-,.,CUT886
chrXVI,Xu_2009,CUT,169690,170394,.,+,.,CUT405
chrXVI,Xu_2009,CUT,182954,183178,.,+,.,CUT406
chrXVI,Xu_2009,CUT,183474,184458,.,+,.,CUT407
chrXVI,Xu_2009,CUT,187838,188062,.,-,.,CUT887
chrXVI,Xu_2009,CUT,190894,191206,.,-,.,CUT888
chrXVI,Xu_2009,CUT,195678,195806,.,-,.,CUT889
chrXVI,Xu_2009,CUT,204246,204958,.,-,.,CUT890
chrXVI,Xu_2009,CUT,207238,207646,.,-,.,CUT891
chrXVI,Xu_2009,CUT,215322,216050,.,+,.,CUT408
chrXVI,Xu_2009,CUT,226042,226434,.,+,.,CUT409
chrXVI,Xu_2009,CUT,250426,250706,.,+,.,CUT410
chrXVI,Xu_2009,CUT,252042,252778,.,+,.,CUT411
chrXVI,Xu_2009,CUT,254382,254526,.,-,.,CUT892
chrXVI,Xu_2009,CUT,291282,291650,.,+,.,CUT412
chrXVI,Xu_2009,CUT,304114,304314,.,+,.,CUT413
chrXVI,Xu_2009,CUT,319242,319466,.,+,.,CUT414
chrXVI,Xu_2009,CUT,348290,348858,.,-,.,CUT893
chrXVI,Xu_2009,CUT,349946,350122,.,-,.,CUT894
chrXVI,Xu_2009,CUT,352830,352958,.,+,.,CUT415
chrXVI,Xu_2009,CUT,369790,370110,.,+,.,CUT416
chrXVI,Xu_2009,CUT,373082,373434,.,-,.,CUT895
chrXVI,Xu_2009,CUT,382746,383074,.,-,.,CUT896
chrXVI,Xu_2009,CUT,409086,409494,.,+,.,CUT417
chrXVI,Xu_2009,CUT,410618,411650,.,-,.,CUT897
chrXVI,Xu_2009,CUT,431098,431378,.,-,.,CUT898
chrXVI,Xu_2009,CUT,432390,432542,.,+,.,CUT418
chrXVI,Xu_2009,CUT,444314,445090,.,-,.,CUT899
chrXVI,Xu_2009,CUT,451702,452230,.,+,.,CUT419
chrXVI,Xu_2009,CUT,454126,454550,.,+,.,CUT420
chrXVI,Xu_2009,CUT,472110,472366,.,+,.,CUT421
chrXVI,Xu_2009,CUT,475174,475702,.,+,.,CUT422
chrXVI,Xu_2009,CUT,480074,480362,.,-,.,CUT900
chrXVI,Xu_2009,CUT,480954,481066,.,-,.,CUT901
chrXVI,Xu_2009,CUT,493089,493313,.,-,.,CUT902
chrXVI,Xu_2009,CUT,497289,497713,.,-,.,CUT903
chrXVI,Xu_2009,CUT,518073,518553,.,-,.,CUT904
chrXVI,Xu_2009,CUT,565286,565574,.,+,.,CUT423
chrXVI,Xu_2009,CUT,581526,581990,.,+,.,CUT424
chrXVI,Xu_2009,CUT,608542,608646,.,+,.,CUT425
chrXVI,Xu_2009,CUT,621334,621926,.,+,.,CUT426
chrXVI,Xu_2009,CUT,622706,623218,.,-,.,CUT905
chrXVI,Xu_2009,CUT,639106,639290,.,-,.,CUT906
chrXVI,Xu_2009,CUT,644978,645242,.,-,.,CUT907
chrXVI,Xu_2009,CUT,654990,655118,.,+,.,CUT427
chrXVI,Xu_2009,CUT,671466,673522,.,-,.,CUT908
chrXVI,Xu_2009,CUT,675886,676230,.,+,.,CUT428
chrXVI,Xu_2009,CUT,685498,685698,.,-,.,CUT909
chrXVI,Xu_2009,CUT,691902,692158,.,+,.,CUT429
chrXVI,Xu_2009,CUT,695358,695694,.,+,.,CUT430
chrXVI,Xu_2009,CUT,697126,697734,.,+,.,CUT431
chrXVI,Xu_2009,CUT,699481,700025,.,-,.,CUT910
chrXVI,Xu_2009,CUT,706289,706721,.,-,.,CUT911
chrXVI,Xu_2009,CUT,719237,720605,.,+,.,CUT432
chrXVI,Xu_2009,CUT,752745,753041,.,-,.,CUT912
chrXVI,Xu_2009,CUT,758921,759457,.,-,.,CUT913
chrXVI,Xu_2009,CUT,767057,767449,.,-,.,CUT914
chrXVI,Xu_2009,CUT,801483,802099,.,-,.,CUT915
chrXVI,Xu_2009,CUT,821451,821739,.,-,.,CUT916
chrXVI,Xu_2009,CUT,822055,822167,.,+,.,CUT433
chrXVI,Xu_2009,CUT,833483,834075,.,-,.,CUT917
chrXVI,Xu_2009,CUT,834075,834307,.,-,.,CUT918
chrXVI,Xu_2009,CUT,874531,874883,.,-,.,CUT919
chrXVI,Xu_2009,CUT,876823,877279,.,+,.,CUT434
chrXVI,Xu_2009,CUT,877971,878155,.,-,.,CUT920
chrXVI,Xu_2009,CUT,878155,878499,.,-,.,CUT921
chrXVI,Xu_2009,CUT,900075,900515,.,-,.,CUT922
chrXVI,Xu_2009,CUT,901107,901547,.,-,.,CUT923
chrXVI,Xu_2009,CUT,930059,930211,.,-,.,CUT924
chrXVI,Xu_2009,CUT,933187,933787,.,-,.,CUT925
chrXVI,Xu_2009,CUT,939215,939687,.,+,.,CUT435
chrXV,Vera_Dowell_2016,CUT_4X,126284,126801,.,-,.,CUT3983
chrXV,Vera_Dowell_2016,CUT_4X,145367,145797,.,-,.,CUT3108
chrXV,Vera_Dowell_2016,CUT_4X,165950,166464,.,-,.,CUT3096
chrXV,Vera_Dowell_2016,CUT_4X,183529,183807,.,-,.,CUT3458
chrXV,Vera_Dowell_2016,CUT_4X,232707,233198,.,-,.,CUT4080
chrXV,Vera_Dowell_2016,CUT_4X,262956,263889,.,-,.,CUT3256
chrXV,Vera_Dowell_2016,CUT_4X,266291,266699,.,-,.,CUT4143
chrXV,Vera_Dowell_2016,CUT_4X,323074,323338,.,-,.,CUT3801
chrXV,Vera_Dowell_2016,CUT_4X,331402,332089,.,-,.,CUT3953
chrXV,Vera_Dowell_2016,CUT_4X,354742,355856,.,-,.,CUT3867
chrXV,Vera_Dowell_2016,CUT_4X,377571,379374,.,-,.,CUT3612
chrXV,Vera_Dowell_2016,CUT_4X,384831,385200,.,-,.,CUT3019
chrXV,Vera_Dowell_2016,CUT_4X,400385,400552,.,-,.,CUT3011
chrXV,Vera_Dowell_2016,CUT_4X,442803,443052,.,-,.,CUT3859
chrXV,Vera_Dowell_2016,CUT_4X,478028,478647,.,-,.,CUT3057
chrXV,Vera_Dowell_2016,CUT_4X,515857,516303,.,-,.,CUT3802
chrXV,Vera_Dowell_2016,CUT_4X,517246,517645,.,-,.,CUT2747
chrXV,Vera_Dowell_2016,CUT_4X,520528,521397,.,-,.,CUT4298
chrXV,Vera_Dowell_2016,CUT_4X,529187,530029,.,-,.,CUT3298
chrXV,Vera_Dowell_2016,CUT_4X,535372,535938,.,-,.,CUT4242
chrXV,Vera_Dowell_2016,CUT_4X,585794,586773,.,-,.,CUT3540
chrXV,Vera_Dowell_2016,CUT_4X,675839,676409,.,-,.,CUT2521
chrXV,Vera_Dowell_2016,CUT_4X,762767,763892,.,-,.,CUT2858
chrXV,Vera_Dowell_2016,CUT_4X,769066,769403,.,-,.,CUT3113
chrXV,Vera_Dowell_2016,CUT_4X,774869,775483,.,-,.,CUT3088
chrXV,Vera_Dowell_2016,CUT_4X,777652,778562,.,-,.,CUT3531
chrXV,Vera_Dowell_2016,CUT_4X,797747,798185,.,-,.,CUT3479
chrXV,Vera_Dowell_2016,CUT_4X,811904,812368,.,-,.,CUT2592
chrXV,Vera_Dowell_2016,CUT_4X,843753,844374,.,-,.,CUT3799
chrXV,Vera_Dowell_2016,CUT_4X,869612,870836,.,-,.,CUT3425
chrXV,Vera_Dowell_2016,CUT_4X,881188,881620,.,-,.,CUT2998
chrXV,Vera_Dowell_2016,CUT_4X,904397,904791,.,-,.,CUT2707
chrXV,Vera_Dowell_2016,CUT_4X,944779,945334,.,-,.,CUT3928
chrXV,Vera_Dowell_2016,CUT_4X,954172,954959,.,-,.,CUT4043
chrXV,Vera_Dowell_2016,CUT_4X,1006495,1007669,.,-,.,CUT4045
chrXV,Vera_Dowell_2016,CUT_4X,1023220,1023438,.,-,.,CUT3027
chrXV,Vera_Dowell_2016,CUT_4X,34441,34763,.,+,.,CUT3234
chrXV,Vera_Dowell_2016,CUT_4X,59944,60481,.,+,.,CUT2654
chrXV,Vera_Dowell_2016,CUT_4X,68061,68462,.,+,.,CUT2674
chrXV,Vera_Dowell_2016,CUT_4X,95255,96048,.,+,.,CUT4061
chrXV,Vera_Dowell_2016,CUT_4X,126895,127228,.,+,.,CUT2527
chrXV,Vera_Dowell_2016,CUT_4X,134623,135806,.,+,.,CUT4024
chrXV,Vera_Dowell_2016,CUT_4X,136498,137012,.,+,.,CUT3778
chrXV,Vera_Dowell_2016,CUT_4X,153522,153998,.,+,.,CUT2129
chrXV,Vera_Dowell_2016,CUT_4X,159609,159992,.,+,.,CUT2973
chrXV,Vera_Dowell_2016,CUT_4X,166909,167246,.,+,.,CUT4245
chrXV,Vera_Dowell_2016,CUT_4X,168899,169306,.,+,.,CUT3621
chrXV,Vera_Dowell_2016,CUT_4X,201051,203001,.,+,.,CUT4417
chrXV,Vera_Dowell_2016,CUT_4X,203258,203907,.,+,.,CUT4418
chrXV,Vera_Dowell_2016,CUT_4X,204694,204902,.,+,.,CUT2407
chrXV,Vera_Dowell_2016,CUT_4X,266479,266844,.,+,.,CUT3849
chrXV,Vera_Dowell_2016,CUT_4X,280478,280859,.,+,.,CUT3311
chrXV,Vera_Dowell_2016,CUT_4X,311641,312586,.,+,.,CUT2263
chrXV,Vera_Dowell_2016,CUT_4X,314450,315190,.,+,.,CUT3004
chrXV,Vera_Dowell_2016,CUT_4X,341518,342802,.,+,.,CUT3745
chrXV,Vera_Dowell_2016,CUT_4X,372381,373350,.,+,.,CUT2856
chrXV,Vera_Dowell_2016,CUT_4X,382221,382436,.,+,.,CUT2496
chrXV,Vera_Dowell_2016,CUT_4X,417264,418228,.,+,.,CUT3242
chrXV,Vera_Dowell_2016,CUT_4X,420648,421304,.,+,.,CUT3013
chrXV,Vera_Dowell_2016,CUT_4X,425162,425989,.,+,.,CUT2394
chrXV,Vera_Dowell_2016,CUT_4X,493407,493859,.,+,.,CUT4323
chrXV,Vera_Dowell_2016,CUT_4X,515762,516213,.,+,.,CUT2809
chrXV,Vera_Dowell_2016,CUT_4X,583471,584303,.,+,.,CUT3772
chrXV,Vera_Dowell_2016,CUT_4X,610007,610748,.,+,.,CUT3003
chrXV,Vera_Dowell_2016,CUT_4X,654714,655096,.,+,.,CUT2568
chrXV,Vera_Dowell_2016,CUT_4X,774002,774812,.,+,.,CUT4430
chrXV,Vera_Dowell_2016,CUT_4X,775712,777266,.,+,.,CUT2926
chrXV,Vera_Dowell_2016,CUT_4X,820078,821036,.,+,.,CUT3385
chrXV,Vera_Dowell_2016,CUT_4X,839832,840494,.,+,.,CUT3500
chrXV,Vera_Dowell_2016,CUT_4X,878933,879204,.,+,.,CUT3123
chrXV,Vera_Dowell_2016,CUT_4X,931443,931776,.,+,.,CUT4105
chrXV,Vera_Dowell_2016,CUT_4X,997883,998526,.,+,.,CUT3811
chrXV,Vera_Dowell_2016,CUT_4X,1000347,1001508,.,+,.,CUT4238
chrXV,Vera_Dowell_2016,CUT_4X,1028365,1029086,.,+,.,CUT3026
chrXII,Vera_Dowell_2016,CUT_4X,38635,39082,.,-,.,CUT3925
chrXII,Vera_Dowell_2016,CUT_4X,89637,90016,.,-,.,CUT3944
chrXII,Vera_Dowell_2016,CUT_4X,136455,137061,.,-,.,CUT3070
chrXII,Vera_Dowell_2016,CUT_4X,203278,204064,.,-,.,CUT2365
chrXII,Vera_Dowell_2016,CUT_4X,250287,250619,.,-,.,CUT2489
chrXII,Vera_Dowell_2016,CUT_4X,260243,260869,.,-,.,CUT4348
chrXII,Vera_Dowell_2016,CUT_4X,287281,287471,.,-,.,CUT3275
chrXII,Vera_Dowell_2016,CUT_4X,336473,337258,.,-,.,CUT4029
chrXII,Vera_Dowell_2016,CUT_4X,409891,410285,.,-,.,CUT2885
chrXII,Vera_Dowell_2016,CUT_4X,425153,426411,.,-,.,CUT3582
chrXII,Vera_Dowell_2016,CUT_4X,434420,435825,.,-,.,CUT3969
chrXII,Vera_Dowell_2016,CUT_4X,447477,448150,.,-,.,CUT3632
chrXII,Vera_Dowell_2016,CUT_4X,535289,535896,.,-,.,CUT3280
chrXII,Vera_Dowell_2016,CUT_4X,537047,537667,.,-,.,CUT4316
chrXII,Vera_Dowell_2016,CUT_4X,575156,575442,.,-,.,CUT2383
chrXII,Vera_Dowell_2016,CUT_4X,577156,577636,.,-,.,CUT3052
chrXII,Vera_Dowell_2016,CUT_4X,664999,665647,.,-,.,CUT3583
chrXII,Vera_Dowell_2016,CUT_4X,667562,667870,.,-,.,CUT2706
chrXII,Vera_Dowell_2016,CUT_4X,698098,698548,.,-,.,CUT4140
chrXII,Vera_Dowell_2016,CUT_4X,699210,699502,.,-,.,CUT3049
chrXII,Vera_Dowell_2016,CUT_4X,705312,705692,.,-,.,CUT3535
chrXII,Vera_Dowell_2016,CUT_4X,753357,753925,.,-,.,CUT2210
chrXII,Vera_Dowell_2016,CUT_4X,812410,812623,.,-,.,CUT3388
chrXII,Vera_Dowell_2016,CUT_4X,839018,841026,.,-,.,CUT4437
chrXII,Vera_Dowell_2016,CUT_4X,860280,860674,.,-,.,CUT4179
chrXII,Vera_Dowell_2016,CUT_4X,862865,863166,.,-,.,CUT3605
chrXII,Vera_Dowell_2016,CUT_4X,865033,866101,.,-,.,CUT4258
chrXII,Vera_Dowell_2016,CUT_4X,887523,888046,.,-,.,CUT4201
chrXII,Vera_Dowell_2016,CUT_4X,898774,899319,.,-,.,CUT3985
chrXII,Vera_Dowell_2016,CUT_4X,910058,910470,.,-,.,CUT4408
chrXII,Vera_Dowell_2016,CUT_4X,935080,935756,.,-,.,CUT3545
chrXII,Vera_Dowell_2016,CUT_4X,938952,939289,.,-,.,CUT3711
chrXII,Vera_Dowell_2016,CUT_4X,954017,954676,.,-,.,CUT4136
chrXII,Vera_Dowell_2016,CUT_4X,961035,961814,.,-,.,CUT3037
chrXII,Vera_Dowell_2016,CUT_4X,972922,973321,.,-,.,CUT3443
chrXII,Vera_Dowell_2016,CUT_4X,975464,976412,.,-,.,CUT3731
chrXII,Vera_Dowell_2016,CUT_4X,1009360,1009690,.,-,.,CUT3790
chrXII,Vera_Dowell_2016,CUT_4X,1064347,1065125,.,-,.,CUT3738
chrXII,Vera_Dowell_2016,CUT_4X,29175,29780,.,+,.,CUT3217
chrXII,Vera_Dowell_2016,CUT_4X,55251,57143,.,+,.,CUT2730
chrXII,Vera_Dowell_2016,CUT_4X,87126,88729,.,+,.,CUT4064
chrXII,Vera_Dowell_2016,CUT_4X,142108,142998,.,+,.,CUT2418
chrXII,Vera_Dowell_2016,CUT_4X,147646,148034,.,+,.,CUT3706
chrXII,Vera_Dowell_2016,CUT_4X,180549,181090,.,+,.,CUT3767
chrXII,Vera_Dowell_2016,CUT_4X,183615,184395,.,+,.,CUT3734
chrXII,Vera_Dowell_2016,CUT_4X,188999,189504,.,+,.,CUT2667
chrXII,Vera_Dowell_2016,CUT_4X,192353,193553,.,+,.,CUT3316
chrXII,Vera_Dowell_2016,CUT_4X,197187,197307,.,+,.,CUT4337
chrXII,Vera_Dowell_2016,CUT_4X,230356,231348,.,+,.,CUT3250
chrXII,Vera_Dowell_2016,CUT_4X,233540,233957,.,+,.,CUT3181
chrXII,Vera_Dowell_2016,CUT_4X,241055,242208,.,+,.,CUT4123
chrXII,Vera_Dowell_2016,CUT_4X,244151,244813,.,+,.,CUT3525
chrXII,Vera_Dowell_2016,CUT_4X,255383,255810,.,+,.,CUT3266
chrXII,Vera_Dowell_2016,CUT_4X,269581,270748,.,+,.,CUT3938
chrXII,Vera_Dowell_2016,CUT_4X,277474,278093,.,+,.,CUT3368
chrXII,Vera_Dowell_2016,CUT_4X,296236,297332,.,+,.,CUT2864
chrXII,Vera_Dowell_2016,CUT_4X,323297,324085,.,+,.,CUT2912
chrXII,Vera_Dowell_2016,CUT_4X,399517,400347,.,+,.,CUT4162
chrXII,Vera_Dowell_2016,CUT_4X,415500,416018,.,+,.,CUT2305
chrXII,Vera_Dowell_2016,CUT_4X,426599,428059,.,+,.,CUT3585
chrXII,Vera_Dowell_2016,CUT_4X,459023,459645,.,+,.,CUT3950
chrXII,Vera_Dowell_2016,CUT_4X,532397,533688,.,+,.,CUT3436
chrXII,Vera_Dowell_2016,CUT_4X,598353,598717,.,+,.,CUT2360
chrXII,Vera_Dowell_2016,CUT_4X,634434,634672,.,+,.,CUT2987
chrXII,Vera_Dowell_2016,CUT_4X,658101,658764,.,+,.,CUT4068
chrXII,Vera_Dowell_2016,CUT_4X,676926,677251,.,+,.,CUT2502
chrXII,Vera_Dowell_2016,CUT_4X,694847,695160,.,+,.,CUT4138
chrXII,Vera_Dowell_2016,CUT_4X,730512,730878,.,+,.,CUT3414
chrXII,Vera_Dowell_2016,CUT_4X,739160,739647,.,+,.,CUT2428
chrXII,Vera_Dowell_2016,CUT_4X,745308,745551,.,+,.,CUT3839
chrXII,Vera_Dowell_2016,CUT_4X,747439,748343,.,+,.,CUT3200
chrXII,Vera_Dowell_2016,CUT_4X,837339,837883,.,+,.,CUT3555
chrXII,Vera_Dowell_2016,CUT_4X,859210,859941,.,+,.,CUT4262
chrXII,Vera_Dowell_2016,CUT_4X,870015,870282,.,+,.,CUT2398
chrXII,Vera_Dowell_2016,CUT_4X,872121,872633,.,+,.,CUT4121
chrXII,Vera_Dowell_2016,CUT_4X,910058,910625,.,+,.,CUT3865
chrXII,Vera_Dowell_2016,CUT_4X,925397,925718,.,+,.,CUT2662
chrXII,Vera_Dowell_2016,CUT_4X,942627,944939,.,+,.,CUT3716
chrXII,Vera_Dowell_2016,CUT_4X,976496,977222,.,+,.,CUT2135
chrXII,Vera_Dowell_2016,CUT_4X,1023698,1023994,.,+,.,CUT4367
chrXII,Vera_Dowell_2016,CUT_4X,1033201,1033477,.,+,.,CUT3978
chrXII,Vera_Dowell_2016,CUT_4X,1049560,1049885,.,+,.,CUT2873
chrXII,Vera_Dowell_2016,CUT_4X,1063172,1063923,.,+,.,CUT4222
chrIV,Vera_Dowell_2016,CUT_4X,6283,6515,.,-,.,CUT3423
chrIV,Vera_Dowell_2016,CUT_4X,18798,19084,.,-,.,CUT2590
chrIV,Vera_Dowell_2016,CUT_4X,30581,30866,.,-,.,CUT2656
chrIV,Vera_Dowell_2016,CUT_4X,52503,53044,.,-,.,CUT2788
chrIV,Vera_Dowell_2016,CUT_4X,85862,86422,.,-,.,CUT4142
chrIV,Vera_Dowell_2016,CUT_4X,102227,103092,.,-,.,CUT2622
chrIV,Vera_Dowell_2016,CUT_4X,121492,121754,.,-,.,CUT3061
chrIV,Vera_Dowell_2016,CUT_4X,124282,124985,.,-,.,CUT3029
chrIV,Vera_Dowell_2016,CUT_4X,125658,126899,.,-,.,CUT3106
chrIV,Vera_Dowell_2016,CUT_4X,202322,204232,.,-,.,CUT3906
chrIV,Vera_Dowell_2016,CUT_4X,217919,219283,.,-,.,CUT2286
chrIV,Vera_Dowell_2016,CUT_4X,227064,228276,.,-,.,CUT3188
chrIV,Vera_Dowell_2016,CUT_4X,234736,235137,.,-,.,CUT4148
chrIV,Vera_Dowell_2016,CUT_4X,279375,279912,.,-,.,CUT3466
chrIV,Vera_Dowell_2016,CUT_4X,288744,289446,.,-,.,CUT3691
chrIV,Vera_Dowell_2016,CUT_4X,290959,292094,.,-,.,CUT3121
chrIV,Vera_Dowell_2016,CUT_4X,353025,353435,.,-,.,CUT4203
chrIV,Vera_Dowell_2016,CUT_4X,355486,355650,.,-,.,CUT3041
chrIV,Vera_Dowell_2016,CUT_4X,436224,437021,.,-,.,CUT4303
chrIV,Vera_Dowell_2016,CUT_4X,446583,447830,.,-,.,CUT3296
chrIV,Vera_Dowell_2016,CUT_4X,464513,465517,.,-,.,CUT3701
chrIV,Vera_Dowell_2016,CUT_4X,499794,500149,.,-,.,CUT2942
chrIV,Vera_Dowell_2016,CUT_4X,512691,513238,.,-,.,CUT4129
chrIV,Vera_Dowell_2016,CUT_4X,536742,536905,.,-,.,CUT3199
chrIV,Vera_Dowell_2016,CUT_4X,542727,543113,.,-,.,CUT3966
chrIV,Vera_Dowell_2016,CUT_4X,555864,556118,.,-,.,CUT4008
chrIV,Vera_Dowell_2016,CUT_4X,578664,579858,.,-,.,CUT4186
chrIV,Vera_Dowell_2016,CUT_4X,601117,601983,.,-,.,CUT2984
chrIV,Vera_Dowell_2016,CUT_4X,609562,610895,.,-,.,CUT3877
chrIV,Vera_Dowell_2016,CUT_4X,616649,617066,.,-,.,CUT3880
chrIV,Vera_Dowell_2016,CUT_4X,641796,642252,.,-,.,CUT4431
chrIV,Vera_Dowell_2016,CUT_4X,667853,668055,.,-,.,CUT4391
chrIV,Vera_Dowell_2016,CUT_4X,669233,670858,.,-,.,CUT4392
